	A549_G1_1A_1	A549_G1_1A_2	A549_G1_1A_3	A549_G1_1B_1	A549_G1_1B_2	A549_G1_1B_3	A549_G1_1C_1	A549_G1_1C_2	A549_G1_1C_3	A549_G1_1D_1	A549_G1_1D_2	A549_G1_1D_3	A549_G1_1E_1	A549_G1_1E_2	A549_G1_1E_3	A549_G1_1F_1	A549_G1_1F_2	A549_G1_1F_3	A549_G1_1G_1	A549_G1_1G_3	A549_G1_1H_1	A549_G1_1H_2	A549_G1_1H_3	A549_G1_2A_1	A549_G1_2A_2	A549_G1_2A_3	A549_G1_2B_1	A549_G1_2B_2	A549_G1_2B_3	A549_G1_2C_1	A549_G1_2C_2	A549_G1_2C_3	A549_G1_2D_1	A549_G1_2D_2	A549_G1_2D_3	A549_G1_2E_1	A549_G1_2E_2	A549_G1_2E_3	A549_G1_2F_1	A549_G1_2F_2	A549_G1_2F_3	A549_G2_2A_2	A549_G2_2A_3	A549_G2_2B_1	A549_G2_2B_2	A549_G2_2B_3	A549_G2_2C_1	A549_G2_2C_2	A549_G2_2C_3	A549_G2_2D_2	A549_G2_2D_3	A549_G2_2E_1	A549_G2_2E_2	A549_G2_2E_3	A549_G2_2F_1	A549_G2_2F_2	A549_G2_2F_3	A549_G2_2G_1	A549_G2_2G_2	A549_G2_2G_3	A549_G2_2H_1	A549_G2_2H_2	A549_G2_2H_3	A549_G2_3A_2	A549_G2_3A_3	A549_G2_3D_1	A549_G2_3D_2	A549_G2_3E_2	A549_G2_3E_3	A549_G2_3F_1	A549_G2_3F_2	A549_G2_3F_3	A549_G2_3G_1	A549_G2_3G_2	A549_G2_3G_3	A549_G2_3H_1	A549_G2_3H_2	A549_G2_3H_3	A549_G2_4A_1	A549_G2_4A_2	A549_G2_4A_3	A549Root1_1	A549Root1_2	A549Root1_3	A549Root2_1	A549Root2_2	A549Root2_3
A549_G1_1D_2	0.0353738603640165	0.0341770180184004	0.0329555151406636	0.0148720865553347	0.0271377646714412	0.0275466514991077	0.0530876097967526	0.0295856406630501	0.0357754338438204	0.0166994628368458	0	0.0544283175357747	0.0419988694152522	0.0542288093801637	0.0298398543988262	0.021901723215603	0.0658038889947455	0.0311650352847853	0.0316748794575634	0.0398215112926239	0.0361929336898337	0.00710295159427597	0.0299720773503	0.0305986578508056	0.0254211933093744	0.0645779805397704	0.00930976040251138	0.0358012789971699	0.0314055217475584	0.0246514281741923	0.0130985574931605	0.00911408785980882	0.0382930147589136	0.0171668076842759	0.0388894857587952	0.0457995660013027	0.0068411488749992	0.0351510496659822	0.0638652224446558	0.0382122360444633	0.0058604431434116	0.0282308073990344	0.0430950618738033	0.0417941064901915	0.0385100514672828	0.0410710747024993	0.00493108410783809	0.030555570846599	0.0526361335747108	0.0203859058802493	0.0498648474041929	0.0230263835189057	0.0367840674233275	0.0192957426267942	0.0578216021307254	0.0443030945382898	0.0323801805099704	0.0275525143618559	0.0395351226512425	0.0600103481914317	0.0329970871794978	0.0374057867138756	0.0485899069814512	0.037279135593962	0.0305157358558969	0.0387414971612553	0.0337993894485592	0.0534128061549588	0.0318728874566033	0.0122428663049497	0.0308925602891974	0.049463387872653	0.0211247440205342	0.0333681353993549	0.0456304680964324	0.0486604564153459	0.0148695951504106	0.0552377716634783	0.0552048548627354	0.0348086058117507	0.0501532213708484	0.0168274081682514	0.00973612894240839	0.0254072430038172	0.293120706811976	0.0322699370273986	0.0403463287978369
A549_G1_1D_3	0.0211202779025014	0.0245234269616022	0.0217127064314428	0.0409900697679176	0.028338669754311	0.0283683952162363	0.00440341509788672	0.0249844167297644	0.0190308406237013	0.0388082963512596	0.0544283175357747	0	0.0130134023308445	0.00357382560149563	0.025448708557673	0.0329228120687733	0.0114996951130781	0.0280968003540182	0.027484385539793	0.0163192941900268	0.0223295084830989	0.0587455727141882	0.025729084489602	0.0271472277677385	0.0314138778656382	0.0138294606066472	0.0452807190343703	0.018692908140274	0.0231825399845801	0.0313691391849837	0.0444078092409516	0.0456335564262038	0.0206796296467534	0.0404105189423822	0.0157179888900103	0.0139413874644179	0.0482797312338027	0.0203381883192341	0.0136204318601785	0.0178458576088058	0.0566916756310959	0.0327058195425966	0.0170053535479177	0.0149464526126628	0.0165220882187839	0.0138864346512233	0.0518253540680747	0.0247415626011238	0.00808543355285595	0.0342097679364325	0.00597083229197411	0.0339584739951785	0.0181229069977019	0.037469000435582	0.00427329721435582	0.0101473141014508	0.0230865098922396	0.0279738046947137	0.0174749106922937	0.00675619394039147	0.0222345089718254	0.0189951030075082	0.0066720036221986	0.0283912934483436	0.0285971008886309	0.0169811288580092	0.0245167400240466	0.00782983096679487	0.0229734733554855	0.0423281629340897	0.0244110763189277	0.00522350170076752	0.0341429035440198	0.0227429224103535	0.00895911707001481	0.0130659330491908	0.0405182958389389	0.00722782409852703	0.00317083723950496	0.0216879356117558	0.00622709725841913	0.0409283639286837	0.0515760150735282	0.0703143672393162	0.340906538510799	0.0229407044809245	0.0171154112383841
A549_G1_1E_1	0.00825435514778837	0.0127140054168454	0.0103370676952783	0.0285084904612737	0.0156743319848138	0.0162062926649896	0.0115788590903135	0.0128796964658494	0.00684797688733823	0.0262938332611013	0.0419988694152522	0.0130134023308445	0	0.0125081792540604	0.013942318278481	0.0211835856564658	0.0240035947075927	0.0173560190022688	0.0148862035635851	0.00583828902362659	0.0105292242705519	0.0467142894188621	0.0139494320174277	0.0149131070846647	0.0189293632144058	0.0229713459553279	0.0329795611568655	0.00654558116887517	0.0114413001252487	0.0194583639314748	0.0328063430751179	0.0333692417847487	0.011737449295323	0.0278501898855925	0.00336075874085329	0.00789185358676124	0.0360026491055734	0.009383518134448	0.0224682447919512	0.0056574319803412	0.0445115380513578	0.0202595854116295	0.00783392138400759	0.00508238970719586	0.00446060407888394	0.00114159201913629	0.0392613402348862	0.0138496892695978	0.0131925985553088	0.0216643760035767	0.0085398584119487	0.0222037941832681	0.00756551592254173	0.0259185329121408	0.0161352175818392	0.00383492012892176	0.0115366780138564	0.0151473613916486	0.00542445051295601	0.0183110595989453	0.00949599848276328	0.00753101794061092	0.00665228423939534	0.0178893674043495	0.0163324176695701	0.00423784172755474	0.0119661578669153	0.0130789400091489	0.0118232869091111	0.0297868341503471	0.0115561124861413	0.00873224952098322	0.0217573069483353	0.0109655936293277	0.00466405842273873	0.00953441255051631	0.0279673237903702	0.0143348809515745	0.0135114202202192	0.0106675927325706	0.0103552458317911	0.0287600702355281	0.0387180272062732	0.0573553978011365	0.328774191231639	0.0125306539820103	0.00917487695332857
A549_G1_1E_2	0.0202506503542663	0.0242820851410041	0.0216242208122635	0.0409718477925093	0.0281752330840439	0.0285522119157399	0.00149554779013257	0.0250825731315157	0.0184962715900728	0.0382247595985822	0.0542288093801637	0.00357382560149563	0.0125081792540604	0	0.0259177751255947	0.033125438565657	0.01205382441592	0.026823005639666	0.0265172520437883	0.0150750865061845	0.0218344125202473	0.0588917831470773	0.0260980680463286	0.0270242073492747	0.0313490070695448	0.0125211045933035	0.0452220516905468	0.0185098461227675	0.0230407953784776	0.0317154548871127	0.0442519530276219	0.0454264987304035	0.019172863412366	0.0403379862411231	0.0155267452072206	0.0114447993162642	0.0482841429955164	0.0197273254792248	0.0115179684947727	0.0175803660710259	0.0563903917022794	0.0311405864156553	0.0153914373992818	0.0149441324882414	0.0157928113661422	0.0135386417719315	0.0516725913683327	0.0253669119503608	0.0106097899405061	0.0340135666928363	0.00700982764809895	0.0344009029349797	0.0187307972471242	0.0371112204142639	0.00379274770870574	0.0104055773580903	0.0235235667134506	0.0272106536830802	0.0165377630227437	0.00795244743562096	0.0214843406540657	0.0191245704783788	0.00599442601953464	0.0260613896756414	0.0270649666511438	0.0160131818330649	0.023576019996321	0.0048511416120539	0.0234378712704602	0.0420477911639151	0.0236907421047141	0.00687764227309767	0.0341892111160497	0.0217328631561746	0.00877455900509946	0.0115186929451353	0.0399760517773436	0.00869040918356893	0.00114169191039236	0.0206526497923908	0.00876209586312642	0.0411556659860437	0.0511603120744844	0.0692196381303347	0.340129348068607	0.0235783638256867	0.0182858721737757
A549_G1_1E_3	0.0105431697901251	0.00987601158298973	0.0075996061388608	0.0159609929922597	0.00577393809270495	0.00440232832299916	0.0250463884013361	0.00306239689058901	0.00981648336873118	0.0165779304462043	0.0298398543988262	0.025448708557673	0.013942318278481	0.0259177751255947	0	0.00875553712286339	0.0366990465553362	0.0165003867329961	0.0124531452784847	0.0146473255417835	0.0111366897641779	0.0337034614398182	0.00216704738030517	0.00794444935775811	0.00822889433661788	0.0363707738673876	0.0205590153484384	0.00843620992844113	0.00680856184012165	0.00612622495535251	0.0218182320552539	0.021620102966884	0.0171657226300841	0.0158075899308071	0.0107685003801272	0.0205038074578414	0.0233156286473877	0.0112628642349103	0.0362847358825254	0.0103526760775255	0.0329412193417022	0.0176670023653586	0.0176547637152129	0.0131992688800939	0.0120324214432125	0.0128552328944025	0.0269041308904687	0.0025260147391227	0.0228506283432115	0.0102419664455624	0.0205668661223622	0.00876408226446856	0.00735238445561611	0.0166477114969537	0.0292437975473657	0.015575086970838	0.00292566484839364	0.00953337983528738	0.0131151241976551	0.030679077460822	0.00911602851224009	0.00897729449953453	0.0200959183822137	0.0217463321075826	0.015415068172123	0.0124356352792895	0.0116449607307608	0.0265029250437625	0.00343870813244398	0.0181924791453172	0.00851371824431631	0.0202862889686321	0.00920475554838771	0.0118174574856339	0.0173134290497921	0.0215547585826446	0.0177943771970047	0.0257752264561527	0.0267803323327427	0.012957559769892	0.0205552534127261	0.0156999424970063	0.0273165261132241	0.0480788508846312	0.318572530421483	0.00481775440052078	0.0107196992386151
A549_G1_1F_1	0.0164853500508263	0.0165241245263353	0.011787517983874	0.0101445220291657	0.00878727805891806	0.00873508876651544	0.0320575156896781	0.00845709096677404	0.0151979762776026	0.00960402777776433	0.021901723215603	0.0329228120687733	0.0211835856564658	0.033125438565657	0.00875553712286339	0	0.0443775020450863	0.0155163725757248	0.0162706622400299	0.0198175511829049	0.0180456744875174	0.0258682712262953	0.00976961224194127	0.0133824545276201	0.00980202470754915	0.0441202411433549	0.0126617008536307	0.0147533603285001	0.0103783788718093	0.0066201671815646	0.013117948578388	0.0133061625378935	0.0198013153962395	0.0117937488223027	0.0178652553751244	0.0265091896524126	0.0155977640180677	0.0148843173370656	0.0435590991492802	0.018098760570185	0.0244804105841886	0.0170774868488087	0.0244335105750235	0.0214066393292624	0.0179715473828154	0.020226495860858	0.0197185186419543	0.00885150268367031	0.0312394295133505	0.00484287642739838	0.0285586800303015	0.00764307153064291	0.0151926399742783	0.00905240751228172	0.0365459348376977	0.0228998413767404	0.0115465633212185	0.0101358750160914	0.0200962912002206	0.0386501661828399	0.0134420807571018	0.0172337097478194	0.0275257650359252	0.023909620585285	0.0160310692914221	0.0187711820718099	0.0167502375492804	0.0328269525504571	0.0101342906214714	0.0106379372530986	0.0119181621747593	0.0278598381175096	0.00559279945553043	0.0144220966210518	0.024364733896851	0.0291664379247419	0.0105029276619934	0.0341143671514873	0.0340177676007097	0.0156603865152741	0.028460777048441	0.0112263632801046	0.0212834248538035	0.0423126751483639	0.312845812042511	0.0103745932793536	0.0194232927964931
A549_G1_1F_2	0.0316876876119178	0.0346466838737776	0.0331678609600413	0.0521830736361313	0.0393882673572585	0.0393962793194363	0.0134189335616485	0.0363399410589439	0.0302908213317876	0.0500809081170001	0.0658038889947455	0.0114996951130781	0.0240035947075927	0.01205382441592	0.0366990465553362	0.0443775020450863	0	0.038784136560447	0.0376105717888005	0.0271156939804086	0.0323372591625215	0.0701569978118324	0.0368142606081306	0.037653131785693	0.0422617289462108	0.00873804292886874	0.0566741838498156	0.0300475195674548	0.0346215385610853	0.0424987897809087	0.0558562015861358	0.0570533833577626	0.0310330526145913	0.0513835465668956	0.026967705431807	0.0228891576998988	0.0596579196947062	0.0315777483154302	0.00966386917006773	0.0284744253234492	0.0681092380271007	0.0429162118049091	0.0259772118731179	0.0252039648979677	0.0276552604942131	0.0249127753791093	0.0630915696459374	0.0360986787352693	0.0156318765256702	0.0455178831216947	0.0162913740701055	0.0450146009868514	0.029437220444948	0.0488464686137909	0.00841336030703035	0.0215437017412366	0.0342064649634176	0.03903895021361	0.0276965259789174	0.00654120991208199	0.0333164495149127	0.0295984180004807	0.0173759530246059	0.037272314185574	0.0389801653507018	0.0277434075883259	0.0346891732623978	0.0149977901758616	0.0343800485905639	0.0536625935168871	0.0354752709444926	0.0165703015140571	0.0453583409393643	0.0337475806335463	0.0202831667730682	0.0206090704637927	0.0518022104283404	0.0126231559849374	0.0110143789818312	0.0326512360345348	0.016583630305032	0.0519910924880081	0.062568147375183	0.0807228857872586	0.350441196318792	0.0343717464864795	0.0275195655849898
A549_G1_1F_3	0.0141532583843287	0.019695850265481	0.0108180937265257	0.0223118567684582	0.0152586814655458	0.0174851340484793	0.0254037782949824	0.0134907701634367	0.0113171583295409	0.0147953469578529	0.0311650352847853	0.0280968003540182	0.0173560190022688	0.026823005639666	0.0165003867329961	0.0155163725757248	0.038784136560447	0	0.0164428885373263	0.0121976995267474	0.0189370436526122	0.0368588767441725	0.017302924186351	0.0188316113568343	0.0185803507023902	0.0376283384869624	0.0236840308421785	0.0129954066304052	0.0104016636957246	0.0188011501641465	0.0205542872913014	0.022488945153337	0.00793202310973353	0.0232044244433126	0.0153839423289817	0.0180673017436184	0.0268726861213469	0.00890304781669268	0.0357132427379743	0.0174983046292972	0.0319015691034696	0.0119026345293758	0.0195842759978616	0.0205505714122517	0.0129529317509145	0.0171216148897379	0.0300533401631275	0.0161360551455055	0.0301736314063712	0.0151251057754285	0.0254062549428605	0.021157536106347	0.0168933653404286	0.0132039306504844	0.0303765249477268	0.0194360051377715	0.0170314317899796	0.00952986111958754	0.0169424348250165	0.0342513975211703	0.0100387656906487	0.0187738136589788	0.0225624022101484	0.0142714194037469	0.0084386767867011	0.0141379810596026	0.0159270236612083	0.0243968540771906	0.0148846121807047	0.0201400500570111	0.0100315953502701	0.0244000560211529	0.0178330458134223	0.00670341367244143	0.0196519432418644	0.0245647221052282	0.0166189537375753	0.031385529334868	0.0278134773907377	0.00676787144969798	0.026440447034785	0.0246386961998175	0.0301904289430514	0.046860712009207	0.31930608100591	0.015231806194737	0.0225253613274333
A549_G1_1G_1	0.00676829603149427	0.00633525151017371	0.0137444717699097	0.0182881368549862	0.00797634336825072	0.00998313069351182	0.0256407720866271	0.0111652006984359	0.0122551637180447	0.0174763864494677	0.0316748794575634	0.027484385539793	0.0148862035635851	0.0265172520437883	0.0124531452784847	0.0162706622400299	0.0376105717888005	0.0164428885373263	0	0.0147697575487237	0.00646046368127496	0.0371319478896593	0.0109071122439566	0.00646863472725488	0.0091140964038552	0.034383400924956	0.0236959076819726	0.0124002323713859	0.012865662576	0.0129835104445197	0.0262126948073295	0.0244537791276508	0.0172736454872971	0.0165551966289298	0.0134126305664004	0.0172204208892382	0.0263785133355933	0.0144879524105726	0.0341315497835146	0.0102963690170933	0.0350903313922349	0.00979077262903191	0.0122622155255454	0.0134979189949768	0.0133367465643759	0.0141298783304937	0.0282459244972891	0.0144901227254238	0.0257744605116093	0.0133641432855792	0.0222784996671496	0.014977857850016	0.0143562570720715	0.020755561881766	0.0301930982126568	0.0185119706916569	0.011436000133009	0.00839566868981478	0.0100342180989443	0.0316592170960523	0.00925821787093733	0.0106159922834058	0.0208998696694732	0.0123732822700951	0.00936637409977631	0.0113389599513557	0.00296863586639319	0.0264908718366031	0.0136670025221091	0.0200859369426933	0.0080306193906396	0.0233517988137058	0.0132963000927121	0.0121917301036798	0.0195240696630231	0.0179202772552857	0.0186900843072945	0.0267161263511617	0.0276023054280042	0.0140165354595635	0.0243369485441834	0.0189198813390093	0.0261163714904208	0.0433386558552147	0.315130554188001	0.0155442595519758	0.0160819978355861
A549_G1_1G_3	0.00843612963399505	0.014900916141574	0.00853787928699957	0.0275173290423494	0.0154829404251306	0.0168021680228923	0.0137611148470644	0.0125036924379641	0.00489031675281434	0.0234288911729171	0.0398215112926239	0.0163192941900268	0.00583828902362659	0.0150750865061845	0.0146473255417835	0.0198175511829049	0.0271156939804086	0.0121976995267474	0.0147697575487237	0	0.0128514579606676	0.0449568621144156	0.0150320138308961	0.0162477310970357	0.0191971238548519	0.0259874902093076	0.0311336405547395	0.00633791651807326	0.00958370768798537	0.0197323740038369	0.0298817535702498	0.0309917051945741	0.00593887366758178	0.0273129242801176	0.00569912881720859	0.00746763875525566	0.0343003750266698	0.00559097339597632	0.0245817825384911	0.00898184199697448	0.0417173523034436	0.0171310093937805	0.0100181456054391	0.0103280738041973	0.00290888048040543	0.00612720592985249	0.0375942200128203	0.0143014912308132	0.0184509583810678	0.0201019761748609	0.0133653461873321	0.0225886387689648	0.00986400705751027	0.0225853440119713	0.0187758047271741	0.00792843001664731	0.0130844768698137	0.0127429899245806	0.0078240072494696	0.0221985990054487	0.00730993280654196	0.0110694291140124	0.0104019461979072	0.0146990162430203	0.0127033995646223	0.00445052612925657	0.0122706130709895	0.0136541738263886	0.0121382434774166	0.0277019878521034	0.00955270161307579	0.0127173093436931	0.0210960841651253	0.00669395346316031	0.00782459936047401	0.0133389413042748	0.0252287349158998	0.0192443175221387	0.0161164878332733	0.00578132654947118	0.0149414074266567	0.0284845000192357	0.0371942347168277	0.0551313800728648	0.327255266015287	0.0126995222757883	0.0138948536768986
A549_G1_1H_1	0.00509747428241614	0.00288030076041846	0.0127192216838799	0.0218838060481932	0.00962156630159719	0.0102341919372056	0.0211705965805728	0.0107384227520887	0.0105389057240823	0.022020442435376	0.0361929336898337	0.0223295084830989	0.0105292242705519	0.0218344125202473	0.0111366897641779	0.0180456744875174	0.0323372591625215	0.0189370436526122	0.00646046368127496	0.0128514579606676	0	0.0410259398055666	0.00954275419151509	0.0062177930257678	0.0112734083453373	0.0296014132794697	0.0275921051308283	0.00990055958054298	0.012462335932718	0.0138531964443006	0.0298690676568443	0.0286156889407658	0.0172899410951312	0.0202049784121918	0.00959523992433104	0.0145966661386595	0.0302810833698995	0.0137227681406536	0.0298460598721968	0.00517876935791539	0.0397182826036607	0.0155779493405864	0.00875725437872015	0.00760362379767196	0.0107705593275883	0.00968321635911692	0.0326508472539586	0.012927970835881	0.0196413168574806	0.0166646607096716	0.0167152000955357	0.0160993213722049	0.0104457552008811	0.024100758532449	0.0253173181667688	0.0138324376391575	0.00881606698363002	0.0116612411043731	0.00593183038055522	0.0261209488556591	0.00932623826428262	0.0051081886847687	0.0160597002597778	0.0158706557386604	0.0136968999463309	0.00847713195833804	0.00427976065914358	0.0227705484213631	0.0118336299955529	0.0243679505644309	0.00936639359803172	0.0181230758453665	0.0158679668225467	0.0129326340435034	0.0150802203215586	0.0132228272600962	0.0233242057975199	0.0208091945453286	0.0228421177053062	0.0142483249389579	0.0186897633763785	0.0217241047992888	0.0310609674548831	0.0492523766933694	0.320083172067596	0.013632855471998	0.0103619247780936
A549_G1_1H_2	0.0405434304516846	0.0387932305686652	0.0374771888983076	0.0191863378796732	0.0318191596401707	0.0316980496456787	0.0578070801001948	0.0339397737399223	0.0406386851621402	0.0226179232440076	0.00710295159427597	0.0587455727141882	0.0467142894188621	0.0588917831470773	0.0337034614398182	0.0258682712262953	0.0701569978118324	0.0368588767441725	0.0371319478896593	0.0449568621144156	0.0410259398055666	0	0.0339545234410168	0.0351186648483897	0.0298814843922853	0.0694654448481944	0.0139340291904206	0.0404165400629017	0.0359971566466722	0.0284041538564812	0.0173456568964654	0.0144213081704981	0.0436960693611584	0.0214745838746414	0.0434902872726666	0.0512230261543453	0.0108904693642565	0.0400516091054901	0.0689519753316817	0.0428686716741075	0.00911726789403762	0.0346853663599872	0.0483910613256842	0.0462762247868781	0.0434168024565089	0.0457335379801351	0.00965637200774946	0.0342382413590268	0.0564416047491277	0.025267966011953	0.0541660774924148	0.0263759213891431	0.0408124620737096	0.0242339776324008	0.0623617028567896	0.0487041743345773	0.0363839056205473	0.03301255140356	0.0445760754529976	0.0642971001720928	0.0381497105879983	0.041777008028871	0.0532165948285642	0.0437220433148285	0.0366582451702146	0.0438032988225526	0.0391176786842235	0.0583746788971344	0.0358358591621513	0.0177400667846861	0.036122474977101	0.0536518049523648	0.0254302614267141	0.0386985278296579	0.0501675629573004	0.0536856412648312	0.020876103707491	0.0594197080987031	0.0598114628199563	0.04006253252695	0.0540699926485575	0.0201047715536066	0.014801772449172	0.0284502571781759	0.290773409323968	0.0360212251773289	0.0440285631621088
A549_G1_1H_3	0.00973286098319005	0.00795574491176778	0.00887645365320833	0.0156509603243194	0.00467127090774293	0.00296083562953607	0.0252773301597827	0.0040304455844993	0.0103349739855205	0.0168689159394213	0.0299720773503	0.025729084489602	0.0139494320174277	0.0260980680463286	0.00216704738030517	0.00976961224194127	0.0368142606081306	0.017302924186351	0.0109071122439566	0.0150320138308961	0.00954275419151509	0.0339545234410168	0	0.00586638826692862	0.00675812455461766	0.0360496926593639	0.0207863643851276	0.00898088463318269	0.00804050796431382	0.00570152876575619	0.0227274745598617	0.022012847985049	0.0179139152567872	0.0150397799295694	0.0109867419744385	0.0203213624994178	0.0234725824002921	0.0122344542487332	0.0361060165236328	0.00963036085038273	0.0333511132256883	0.0170438691701324	0.0167749939057135	0.0125576756749045	0.0123683156580602	0.0128281577534901	0.0267636224571218	0.00464923586482193	0.0227853681185757	0.0103274269080015	0.0205565333928621	0.00831183124978165	0.00798347251537848	0.017710255897877	0.0294631422495758	0.0159297259532302	0.00266915674107181	0.00943177987926553	0.0123733102550785	0.0306618150517835	0.00921926504639574	0.00806860922905004	0.0201695370616253	0.0210675059575198	0.0151103994541287	0.0122560091278807	0.0102435563659629	0.0268356276686072	0.00514065828797982	0.0183066091474275	0.00842551266981198	0.0206259458993171	0.00892584685443263	0.0123747265711135	0.0176757599948514	0.0208006726781148	0.0180244615423626	0.0255291656417736	0.0269883431146855	0.0137018611142475	0.0208411026567703	0.0152179096343401	0.0267486919351337	0.0472992763489148	0.317787033143027	0.00676183208101328	0.0104309317279533
A549_G1_2A_1	0.00845682227071376	0.00369428209942959	0.0125803176341014	0.0159772822026635	0.00495239128830047	0.0049766396983808	0.0262799893939429	0.00828290896787586	0.0123817455453374	0.017725239182399	0.0305986578508056	0.0271472277677385	0.0149131070846647	0.0270242073492747	0.00794444935775811	0.0133824545276201	0.037653131785693	0.0188316113568343	0.00646863472725488	0.0162477310970357	0.0062177930257678	0.0351186648483897	0.00586638826692862	0	0.00524204167839978	0.0355438493479375	0.0219825325675305	0.0115132852156944	0.0116751376020057	0.00821264528298556	0.0251594873606634	0.0233538283327383	0.0194996262685283	0.0142406681005803	0.0127501297155602	0.0198714788059001	0.0245072988248018	0.0148832612144886	0.0357791970369985	0.00945313382198877	0.0344451364371053	0.0147820521345788	0.0147653390006156	0.0124543628725564	0.0138757136382487	0.0138646717054967	0.0268874333507098	0.0103898938766727	0.0239715096837523	0.0116863976638908	0.0215508238336395	0.0101302267918594	0.0115232377635335	0.0203504226892689	0.0305027759710702	0.0177991978115801	0.00705208231787668	0.00972221121219593	0.0112634413420139	0.03135987304455	0.0102365036268165	0.00821457271111654	0.0210632213693995	0.0184430669201938	0.0138811505887036	0.0125112238131297	0.00664846395240253	0.0278186657447491	0.0102873620610779	0.0190833025388666	0.00905405180300813	0.0224337984310141	0.0101833528548371	0.013860595539423	0.0193403536373587	0.0193391127593382	0.0187561741981425	0.0259222099729346	0.0279997288494216	0.0155482825619039	0.0227559356676348	0.0155548200357857	0.0255856001981171	0.0448793398945804	0.315557642473678	0.0121486777867022	0.0123811607766845
A549_G1_2A_2	0.0121880547217069	0.00891870542975675	0.0137003366170512	0.0107386682011272	0.0038920809402678	0.0038697499902842	0.0304942083285592	0.00860340210199468	0.0148265248280254	0.0136061572443564	0.0254211933093744	0.0314138778656382	0.0189293632144058	0.0313490070695448	0.00822889433661788	0.00980202470754915	0.0422617289462108	0.0185803507023902	0.0091140964038552	0.0191971238548519	0.0112734083453373	0.0298814843922853	0.00675812455461766	0.00524204167839978	0	0.0404791292603171	0.016822880323525	0.0141422356528403	0.0123553234847768	0.00470045114127546	0.0206390136278966	0.0183686036566646	0.0212088482744345	0.00919015915889158	0.0162531874505955	0.0238569615383208	0.0192816479048963	0.0164482312294225	0.0405148077380945	0.0139207192074011	0.0293839308694372	0.0143220353155133	0.0194166306671367	0.0171912621758517	0.0169706578880524	0.0178668256009166	0.0217123157995429	0.0105615503953265	0.0284680365294068	0.00736902826140584	0.0260329972334283	0.00597729340831991	0.0143580884932392	0.0167971075005221	0.0348750416596545	0.0216267509108107	0.00918198380416971	0.00921648657962046	0.0157213832163865	0.0360407185090862	0.0121956298357679	0.0127243991977806	0.0253754829083413	0.0203367763912473	0.0143096832344689	0.0161904424027342	0.010391950538769	0.0317764734112958	0.0112298371380407	0.0141085900451986	0.0103313754402128	0.0265078082816108	0.00531434669842374	0.0151267403536336	0.023188638813687	0.0243131933286782	0.0143471019047665	0.0307237997822897	0.0323249790826003	0.0169450942785692	0.0268792367633904	0.0104973625442831	0.0207634104585566	0.0408844114333976	0.311719579772015	0.0128032134294927	0.0162853577710398
A549_G1_2A_3	0.0293297954758163	0.0321593758192728	0.0330630700954322	0.0508140216673677	0.0378487109316069	0.038233589513208	0.013726665428781	0.0357435643152604	0.0294818271683178	0.0486688065553274	0.0645779805397704	0.0138294606066472	0.0229713459553279	0.0125211045933035	0.0363707738673876	0.0441202411433549	0.00873804292886874	0.0376283384869624	0.034383400924956	0.0259874902093076	0.0296014132794697	0.0694654448481944	0.0360496926593639	0.0355438493479375	0.0404791292603171	0	0.0557120636501073	0.0294888675503393	0.0342994460063425	0.0416764248021067	0.0555692534519918	0.0561158175128656	0.0301326410830746	0.0495957270698226	0.0262914154379039	0.0199326385856022	0.0586895591939018	0.0312022685184197	0.0042899665461817	0.0267543263957174	0.0671451330239921	0.0396510770819899	0.0221985988751878	0.0235990435622297	0.0267133700406589	0.0239057788923125	0.0616047278820507	0.0363150719637758	0.0171797675384605	0.044326042014118	0.0165018838608288	0.0442077639217363	0.0295693153663711	0.0484453116164671	0.0106649616064791	0.0218111097916978	0.0336464701773972	0.0372692937865105	0.0251774286104168	0.00908723363181054	0.0318374688865014	0.0281820291744293	0.0168980045370273	0.0329736009856441	0.036222508076102	0.0259594500780323	0.0316603457278215	0.0149192491971497	0.034461863428605	0.0523658306488581	0.0338294963630387	0.0180954672883661	0.044211216191158	0.0325226892856421	0.0204839173463796	0.016536936705533	0.0503649973723754	0.0126849088215064	0.0120737559889279	0.0317360768910591	0.0186372301141363	0.0507593598384139	0.0602920452928203	0.0770144113138803	0.34633048778055	0.0349207339365272	0.0274954595476352
